driver_id,total_fare,avg_distance
7,572.29,27.049999999999994
51,307.34000000000003,19.485
15,127.7,36.04333333333333
54,231.28,39.13
11,389.32,25.715000000000003
29,490.9799999999999,17.082
69,221.07999999999998,30.796666666666667
42,328.78,30.522499999999997
87,197.68,28.13
73,375.53999999999996,34.88333333333333
64,8.63,11.1
3,345.93000000000006,27.773333333333337
30,304.37,24.825
34,174.01,25.525000000000002
59,199.64000000000001,28.37
8,130.1,30.174999999999997
22,245.15,26.80666666666667
28,199.55,17.92
85,88.63,27.215
16,218.5,23.560000000000002
35,108.61000000000001,7.455
52,38.9,26.71
71,156.54,21.59
98,135.78,33.54
47,105.4,2.12
99,51.23,25.76
43,426.7900000000001,30.22333333333333
5,13.0,40.15
31,65.68,34.03
100,76.77,16.81
18,499.91999999999996,31.035714285714285
70,354.94,16.89
61,455.74,24.30333333333333
27,176.73,34.10666666666666
75,245.89999999999998,31.665
17,111.62,26.85
26,418.27,25.45
46,638.5099999999999,30.310000000000002
78,357.92,27.869999999999997
77,243.32999999999998,30.336666666666662
89,271.33,35.5375
6,358.78,27.7625
60,212.95000000000002,23.212
68,260.69,12.979999999999999
90,452.39,14.535999999999998
19,161.86,20.615
23,329.13,19.823333333333334
41,358.03,26.434000000000005
55,247.53000000000003,27.75666666666667
93,145.65,25.119999999999994
95,72.24,3.12
40,27.76,38.82
38,47.5,11.11
25,46.38,24.384999999999998
44,103.8,41.04
82,418.68,21.053333333333335
53,154.81,18.439999999999998
92,145.25,40.03
86,271.4,34.22
58,130.85,23.26
81,395.87,18.5875
33,279.86999999999995,27.9025
97,297.25,36.655
67,310.28,20.793333333333337
84,75.75999999999999,17.195
79,139.32,47.17
9,233.47000000000003,34.5
24,20.84,35.63
32,602.43,24.797142857142855
88,474.84000000000003,27.96
1,27.650000000000002,20.7
20,331.37,35.597500000000004
56,364.03999999999996,26.2925
36,246.71999999999997,32.91
10,217.48000000000002,23.425
37,145.87,20.73
49,264.76,23.135
63,697.64,29.464999999999996
65,64.61,22.9
4,145.06,37.21666666666667
39,255.85,23.435
62,9.63,28.82
12,301.90999999999997,25.313333333333333
83,318.77,33.49
13,197.49,23.682000000000002
14,250.85000000000002,25.112499999999997
21,132.53,35.43
66,44.35,25.54
91,332.67,29.72666666666667
94,291.12,21.613333333333333
72,447.06,21.692500000000003
74,18.31,15.65
76,408.17999999999995,19.509999999999998
2,75.63,10.7
80,499.49,25.448333333333327
50,180.24,20.325
57,435.5,18.32166666666667
