driver_id,total_fare,avg_distance
7,554.76,25.659999999999997
51,307.34000000000003,19.485
15,127.7,36.04333333333333
54,163.56,48.955
11,143.02,36.365
29,283.18999999999994,18.966666666666665
69,221.07999999999998,30.796666666666667
42,218.75,35.44
87,197.68,28.13
73,248.88,28.13
64,8.63,11.1
3,345.93000000000006,27.773333333333337
30,304.37,24.825
34,174.01,25.525000000000002
59,199.64000000000001,28.37
8,16.55,42.12
22,90.7,30.35
28,199.55,17.92
85,88.63,27.215
16,218.5,23.560000000000002
35,108.61000000000001,7.455
52,38.9,26.71
71,156.54,21.59
98,135.78,33.54
47,105.4,2.12
99,51.23,25.76
43,426.7900000000001,30.22333333333333
5,13.0,40.15
31,65.68,34.03
100,76.77,16.81
18,455.28999999999996,37.738
70,284.44,10.213333333333333
61,455.74,24.30333333333333
27,176.73,34.10666666666666
75,235.98999999999998,41.64666666666667
17,111.62,26.85
26,316.69,25.4925
46,404.16999999999996,30.5925
78,281.67,25.626666666666665
77,117.87,27.73
89,245.64,34.71666666666667
6,358.78,27.7625
60,187.9,26.017500000000002
68,260.69,12.979999999999999
90,452.39,14.535999999999998
19,161.86,20.615
23,169.66,18.0
41,275.19,27.122500000000002
55,247.53000000000003,27.75666666666667
93,145.65,25.119999999999994
95,72.24,3.12
40,27.76,38.82
25,7.38,42.12
44,103.8,41.04
82,418.68,21.053333333333335
53,93.51,9.09
92,145.25,40.03
86,271.4,34.22
58,50.48,12.14
81,197.81,5.66
33,257.79999999999995,32.96
97,127.97,46.125
67,121.52,20.5
84,44.29,21.55
9,233.47000000000003,34.5
24,20.84,35.63
32,602.43,24.797142857142855
88,219.83,36.4525
1,27.650000000000002,20.7
20,331.37,35.597500000000004
56,364.03999999999996,26.2925
36,246.71999999999997,32.91
10,217.48000000000002,23.425
37,145.87,20.73
49,264.76,23.135
63,445.23,28.32
65,64.61,22.9
4,145.06,37.21666666666667
39,129.97,24.99
12,301.90999999999997,25.313333333333333
83,135.48,36.9
13,197.49,23.682000000000002
14,211.18,21.075
21,132.53,35.43
91,332.67,29.72666666666667
94,136.46,24.26
72,372.58,12.743333333333334
74,18.31,15.65
76,207.33999999999997,24.13333333333333
2,75.63,10.7
80,499.49,25.448333333333327
50,139.07,26.075
57,435.5,18.32166666666667
