driver_id,total_fare,avg_distance
7,572.29,27.049999999999994
51,307.34000000000003,19.485
15,275.52,35.5125
54,311.78,33.1175
11,400.87,29.120000000000005
29,490.9799999999999,17.082
69,221.07999999999998,30.796666666666667
42,363.01,27.571999999999996
87,197.68,28.13
73,407.41999999999996,33.8175
64,8.63,11.1
3,389.59000000000003,26.125714285714288
30,417.38,23.024
34,224.48999999999998,19.993333333333336
59,199.64000000000001,28.37
8,130.1,30.174999999999997
22,245.15,26.80666666666667
28,371.42,28.44
85,88.63,27.215
16,218.5,23.560000000000002
35,108.61000000000001,7.455
52,110.13,21.013333333333332
71,156.54,21.59
98,230.43,27.939999999999998
47,105.4,2.12
99,59.66,20.505000000000003
43,426.7900000000001,30.22333333333333
5,13.0,40.15
31,65.68,34.03
100,76.77,16.81
18,499.91999999999996,31.035714285714285
70,378.13,22.060000000000002
61,521.46,24.555
27,268.32,31.104999999999997
75,245.89999999999998,31.665
17,169.02,34.394999999999996
26,418.27,25.45
46,915.7299999999999,31.626666666666665
78,357.92,27.869999999999997
77,243.32999999999998,30.336666666666662
89,271.33,35.5375
6,383.42999999999995,25.11
60,212.95000000000002,23.212
68,260.69,12.979999999999999
90,452.39,14.535999999999998
19,238.77,18.923333333333332
23,329.13,19.823333333333334
41,408.53,22.675
55,247.53000000000003,27.75666666666667
93,145.65,25.119999999999994
95,72.24,3.12
40,27.76,38.82
38,155.44,13.963333333333333
25,46.38,24.384999999999998
44,103.8,41.04
82,418.68,21.053333333333335
53,182.67000000000002,21.343333333333334
92,145.25,40.03
86,384.29999999999995,25.593333333333334
58,130.85,23.26
81,395.87,18.5875
33,279.86999999999995,27.9025
97,297.25,36.655
67,399.17999999999995,23.625
84,75.75999999999999,17.195
79,139.32,47.17
9,233.47000000000003,34.5
24,20.84,35.63
32,602.43,24.797142857142855
88,586.27,28.155
1,27.650000000000002,20.7
20,331.37,35.597500000000004
56,427.05999999999995,24.598000000000003
36,325.35999999999996,30.007499999999997
10,217.48000000000002,23.425
37,145.87,20.73
49,360.69,23.05
63,697.64,29.464999999999996
65,64.61,22.9
4,145.06,37.21666666666667
39,255.85,23.435
62,203.55,38.583333333333336
12,301.90999999999997,25.313333333333333
83,318.77,33.49
13,277.96000000000004,23.970000000000002
14,250.85000000000002,25.112499999999997
21,132.53,35.43
66,44.35,25.54
91,332.67,29.72666666666667
94,291.12,21.613333333333333
72,613.22,19.77
74,43.3,27.4
76,516.3399999999999,17.369999999999997
2,75.63,10.7
80,499.49,25.448333333333327
50,180.24,20.325
57,435.5,18.32166666666667
